"Indicator","PUBLISH STATES","Year","WHO region","Country","Residence Area Type","Display Value","Numeric","Low","High","Comments"
"Population using at least basic sanitation services (%)","Published","2017","Eastern Mediterranean","Syrian Arab Republic","Rural","91","90.97348","","",""
"Population using at least basic sanitation services (%)","Published","2017","Eastern Mediterranean","Syrian Arab Republic","Total","91","91.22287","","",""
"Population using at least basic sanitation services (%)","Published","2017","Eastern Mediterranean","Syrian Arab Republic","Urban","91","91.43963","","",""
"Population using at least basic sanitation services (%)","Published","2000","Europe","Tajikistan","Rural","89","88.57709","","",""
"Population using at least basic sanitation services (%)","Published","2000","Europe","Tajikistan","Total","90","89.66964","","",""
"Population using at least basic sanitation services (%)","Published","2000","Europe","Tajikistan","Urban","93","92.69978","","",""
"Population using at least basic sanitation services (%)","Published","2001","Europe","Tajikistan","Rural","89","89.02775","","",""
"Population using at least basic sanitation services (%)","Published","2001","Europe","Tajikistan","Total","90","90.03620","","",""
"Population using at least basic sanitation services (%)","Published","2001","Europe","Tajikistan","Urban","93","92.83279","","",""
"Population using at least basic sanitation services (%)","Published","2002","Europe","Tajikistan","Rural","89","89.47842","","",""
"Population using at least basic sanitation services (%)","Published","2002","Europe","Tajikistan","Total","90","90.40275","","",""
"Population using at least basic sanitation services (%)","Published","2002","Europe","Tajikistan","Urban","93","92.96581","","",""
"Population using at least basic sanitation services (%)","Published","2003","Europe","Tajikistan","Rural","90","89.92908","","",""
"Population using at least basic sanitation services (%)","Published","2003","Europe","Tajikistan","Total","91","90.76927","","",""
"Population using at least basic sanitation services (%)","Published","2003","Europe","Tajikistan","Urban","93","93.09882","","",""
"Population using at least basic sanitation services (%)","Published","2004","Europe","Tajikistan","Rural","90","90.48392","","",""
"Population using at least basic sanitation services (%)","Published","2004","Europe","Tajikistan","Total","91","91.21201","","",""
"Population using at least basic sanitation services (%)","Published","2004","Europe","Tajikistan","Urban","93","93.23060","","",""
"Population using at least basic sanitation services (%)","Published","2005","Europe","Tajikistan","Rural","91","91.03982","","",""
"Population using at least basic sanitation services (%)","Published","2005","Europe","Tajikistan","Total","92","91.65553","","",""
"Population using at least basic sanitation services (%)","Published","2005","Europe","Tajikistan","Urban","93","93.36237","","",""
"Population using at least basic sanitation services (%)","Published","2006","Europe","Tajikistan","Rural","92","91.59675","","",""
"Population using at least basic sanitation services (%)","Published","2006","Europe","Tajikistan","Total","92","92.09978","","",""
"Population using at least basic sanitation services (%)","Published","2006","Europe","Tajikistan","Urban","93","93.49414","","",""
"Population using at least basic sanitation services (%)","Published","2007","Europe","Tajikistan","Rural","92","92.15472","","",""
"Population using at least basic sanitation services (%)","Published","2007","Europe","Tajikistan","Total","93","92.54479","","",""
"Population using at least basic sanitation services (%)","Published","2007","Europe","Tajikistan","Urban","94","93.62591","","",""
"Population using at least basic sanitation services (%)","Published","2008","Europe","Tajikistan","Rural","93","92.71372","","",""
"Population using at least basic sanitation services (%)","Published","2008","Europe","Tajikistan","Total","93","92.99054","","",""
"Population using at least basic sanitation services (%)","Published","2008","Europe","Tajikistan","Urban","94","93.75768","","",""
"Population using at least basic sanitation services (%)","Published","2009","Europe","Tajikistan","Rural","93","93.27377","","",""
"Population using at least basic sanitation services (%)","Published","2009","Europe","Tajikistan","Total","93","93.43703","","",""
"Population using at least basic sanitation services (%)","Published","2009","Europe","Tajikistan","Urban","94","93.88943","","",""
"Population using at least basic sanitation services (%)","Published","2010","Europe","Tajikistan","Rural","94","93.83485","","",""
"Population using at least basic sanitation services (%)","Published","2010","Europe","Tajikistan","Total","94","93.88428","","",""
"Population using at least basic sanitation services (%)","Published","2010","Europe","Tajikistan","Urban","94","94.02119","","",""
"Population using at least basic sanitation services (%)","Published","2011","Europe","Tajikistan","Rural","94","94.39698","","",""
"Population using at least basic sanitation services (%)","Published","2011","Europe","Tajikistan","Total","94","94.33227","","",""
"Population using at least basic sanitation services (%)","Published","2011","Europe","Tajikistan","Urban","94","94.15295","","",""
"Population using at least basic sanitation services (%)","Published","2012","Europe","Tajikistan","Rural","95","94.96014","","",""
"Population using at least basic sanitation services (%)","Published","2012","Europe","Tajikistan","Total","95","94.78085","","",""
"Population using at least basic sanitation services (%)","Published","2012","Europe","Tajikistan","Urban","94","94.28470","","",""
"Population using at least basic sanitation services (%)","Published","2013","Europe","Tajikistan","Rural","96","95.52435","","",""
"Population using at least basic sanitation services (%)","Published","2013","Europe","Tajikistan","Total","95","95.22977","","",""
"Population using at least basic sanitation services (%)","Published","2013","Europe","Tajikistan","Urban","94","94.41644","","",""
"Population using at least basic sanitation services (%)","Published","2014","Europe","Tajikistan","Rural","96","96.08959","","",""
"Population using at least basic sanitation services (%)","Published","2014","Europe","Tajikistan","Total","96","95.67873","","",""
"Population using at least basic sanitation services (%)","Published","2014","Europe","Tajikistan","Urban","95","94.54819","","",""
"Population using at least basic sanitation services (%)","Published","2015","Europe","Tajikistan","Rural","97","96.65587","","",""
"Population using at least basic sanitation services (%)","Published","2015","Europe","Tajikistan","Total","96","96.12746","","",""
"Population using at least basic sanitation services (%)","Published","2015","Europe","Tajikistan","Urban","95","94.67993","","",""
"Population using at least basic sanitation services (%)","Published","2016","Europe","Tajikistan","Rural","97","97.22319","","",""
"Population using at least basic sanitation services (%)","Published","2016","Europe","Tajikistan","Total","97","96.57567","","",""
